abstract,article_link,authors,current_issue_index,current_issue_link,current_volume_name,doi,journal_name,title
"The search for good outcomes—be it government policies, technological breakthroughs, or lasting purchases—takes time and effort. At times, the decision process is unconstrained: an individual seeking a well-priced product determines her search scope and time as she wishes. At times, search is constrained, either through institutions or cognitive limitations. We consider retrospective search in both settings: an agent chooses the search scope and time, selecting the best observed outcome upon stopping. We analyze the impacts of constraints when observed samples are independent and correlated over time.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211054,Can Urgun; Leeat Yariv,111: 549-53,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211054,AEA Papers and Proceedings,Constrained Retrospective Search
"""But who will guard the guardians?"" I revisit this age-old question under the following assumptions: (i) guardians are devoid of ethical motives and have quasilinear preferences, (ii) guardians monitor one another through a monitoring chain, and (iii) any two consecutive guardians in the chain can bargain away ""inefficient"" punishments through corruptive arrangements. Under these assumptions, monitoring is impossible unless rewards or punishments are unbounded. When material incentives are bounded and local corruption is feasible, the answer to the initial question is ""no one.""",https://www.aeaweb.org/articles?id=10.1257/pandp.20211053,Bruno Strulovici,111: 544-48,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211053,AEA Papers and Proceedings,Learning and Corruption on Monitoring Chains
"We combine a spatial model of innovation with Hotelling's model of competition. Innovations are vertically and also horizontally differentiated. Potential innovators choose not only whether to innovate but also how to innovate. The bolder they are with a new product, the riskier is the outcome but the softer will be the resulting market competition with existing products. We use the model to explore the interaction of competition and innovation and address several classic questions. The recurring finding is that increased market competition drives not only more innovation but more novel and riskier innovation that offers a higher chance of breakthrough outcomes.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211051,Steven Callander; Nicolas Lambert; Niko Matouschek,111: 538-43,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211051,AEA Papers and Proceedings,Arrow Meets Hotelling: Modeling Spatial Innovation
"When policymakers invest in urban infrastructure, there are concerns that poor residents living near the infrastructure will be displaced. This paper investigates mechanisms that may lead to such infrastructure-induced gentrification using a general equilibrium urban commuting model. Our goal is to elucidate the channels through which infrastructure-induced gentrification occurs and understand how policy choices mitigate or accentuate gentrification.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211077,Clare Balboni; Gharad Bryan; Melanie Morten; Bilal Siddiqi,111: 532-37,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211077,AEA Papers and Proceedings,Could Gentrification Stop the Poor from Benefiting from Urban Improvements?
"We study the desirability of industrial policies that generate sectoral hubs using a quantitative spatial model with cognitive nonroutine and other occupations. The productivity of each occupation in an industry depends on sector-specific production externalities, which we estimate using a model-implied instrumental variable approach. We find that the optimal policy gives rise to national hubs in coastal cities in tradable services, like professional services, and smaller regional hubs in less tradable services, like health and education. The optimal policy prescribes developing manufacturing in smaller towns. We decompose the implied changes in local costs and the available varieties in each sector.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211076,Esteban Rossi-Hansberg; Pierre-Daniel Sarte; Felipe Schwartzman,111: 526-31,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211076,AEA Papers and Proceedings,Local Industrial Policy and Sectoral Hubs
"We use Bureau of Economic Analysis, census, and Current Population Survey data to study trends in income inequality across US states and counties from 1960–2019. Both states and counties have diverged in terms of per capita pretax incomes since the late 1990s, with transfers serving to dampen this divergence. County incomes have been diverging since the late 1970s. These trends in mean income mask opposing patterns among top- and bottom-income quantiles. Top incomes have diverged markedly across states since the late 1970s. In contrast, bottom-income quantiles and poverty rates have converged across areas in recent decades.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211075,Cecile Gaubert; Patrick Kline; Damián Vergara; Danny Yagan,111: 520-25,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211075,AEA Papers and Proceedings,Trends in US Spatial Inequality: Concentrating Affluence and a Democratization of Poverty
"Using a new dataset of all NYC trust company stocks, we study the impact of the Panic of 1907 and the ensuing cash infusion by JP Morgan and the Treasury. Using synthetic controls, we find that three ""troubled"" trusts performed far worse than the other trusts, whose valuations rebounded within a year. Moreover, trust companies connected to ""money trust"" banks maintained higher valuation than independents and rebounded much faster. The desire to prevent panic from spreading from infected trusts to financial institutions in his purview could explain Morgan's rapid intervention to stem the contagion.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211097,Caroline Fohlin; Zhikun Lu,111: 514-19,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211097,AEA Papers and Proceedings,How Contagious Was the Panic of 1907? New Evidence from Trust Company Stocks
"Although corporate default crises are often quite severe, previous work has found little impact on real macroeconomic variables. This article investigates the relationship between railroad defaults and the balance sheets of local banks following the Panic of 1873. Receivers appointed to run railroads in default lacked the legal tools necessary to fully maintain railroad operations. The results indicate that railroad bond defaults negatively impacted the lending activity of local banks. Affected banks experienced declines in loans and deposits along with increases in excess reserves. These findings point to a disruption of the transportation network attributable to the railroad bond default crisis.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211096,Christopher Cotter,111: 508-13,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211096,AEA Papers and Proceedings,Off the Rails: The Real Effects of Railroad Bond Defaults following the Panic of 1873
"President Jackson vetoed the bill to recharter the Second Bank of the United States on July 10, 1832. I describe events leading to the veto and through the bank's dissolution in 1836 using private correspondence and official government documents. These sources reveal a political process through which charges against the bank took hold, accomplices and backup plans were lined up, and the bank was ultimately destroyed with the assistance of chartered banks in New York City. Although the aggressive means by which the bank was dismantled led to a system-wide financial failure and recession in the short term, the long-run outcome was likely a wider diffusion of banking services and a more efficient allocation of capital. The Federal Reserve benefited from applying a more rigorous regulatory structure onto the grid that the populists, free bankers, and National Banking System established.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211095,Peter L. Rousseau,111: 501-07,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211095,AEA Papers and Proceedings,"Jackson, the Bank War, and the Legacy of the Second Bank of the United States"
"The Supplemental Nutrition Assistance Program (SNAP), the only universal US means-tested safety net program, has a low benefit-reduction rate. Thus, many SNAP recipients are working. We apply recent methods to study whether there is evidence of moral hazard among SNAP recipients. We see if individuals respond to incentives in SNAP eligibility by bunching near kink points in the budget set. While this responsiveness has been shown for various taxes and tax credits, little work has examined responsiveness of safety net program participants to kinks in their eligibility formulae. We use novel administrative data on eligibility determination and find little evidence of responsiveness around these kinks.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211094,Marianne Bitler; Jason Cook; Jonathan Rothbaum,111: 496-500,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211094,AEA Papers and Proceedings,Working for Your Bread: The Labor Supply Effects of SNAP
"Wage insurance provides income support to displaced workers who find reemployment at a lower wage. We study the effects of the wage insurance provisions of the US Trade Adjustment Assistance (TAA) program using administrative data from the state of Virginia. The program includes an age-based eligibility cutoff, allowing us to compare earnings and employment trajectories for workers whose ages at the time of displacement make them eligible or ineligible for the program. Our findings suggest that wage insurance eligibility increases short-run employment probabilities and that wage insurance and TAA training may yield similar long-run effects on employment and earnings.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211093,Benjamin G. Hyman; Brian K. Kovak; Adam Leive; Theodore Naff,111: 491-95,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211093,AEA Papers and Proceedings,Wage Insurance and Labor Market Trajectories
